DATA DA OCORRÊNCIA,NOME EMPPR,FUNCAO-DENOMINACAO,VALOR
6/15/2025,Operador 31,FERRAMENTEIRO SR,"6,62"
6/15/2025,Operador 32,MECANICO MANUTENCAO SR,"0,02"
6/15/2025,Operador 37,MECANICO MANUTENCAO SR,"0,32"
6/16/2025,Operador 2,MECANICO MANUTENCAO SR,"0,72"
6/16/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"0,58"
6/16/2025,Operador 5,MECANICO MANUTENCAO PL,"0,48"
6/16/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,58"
6/16/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,45"
6/16/2025,Operador 11,OP CALD UTI PL,"0,6"
6/16/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,73"
6/16/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,47"
6/16/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,3"
6/16/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,02"
6/16/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,3"
6/16/2025,Operador 26,MECANICO MANUTENCAO PL,"0,37"
6/16/2025,Operador 27,OP CALD UTI PL,"0,13"
6/16/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,27"
6/17/2025,Operador 1,TECNICO ELETRONICO JR,"0,03"
6/17/2025,Operador 2,MECANICO MANUTENCAO SR,"0,78"
6/17/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"0,95"
6/17/2025,Operador 5,MECANICO MANUTENCAO PL,"0,97"
6/17/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,48"
6/17/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,5"
6/17/2025,Operador 11,OP CALD UTI PL,"0,55"
6/17/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,9"
6/17/2025,Operador 18,MECANICO MANUTENCAO PL,"0,1"
6/17/2025,Operador 19,OP UTILIDADES JR,"0,12"
6/17/2025,Operador 20,MECANICO MANUTENCAO PL,"0,12"
6/17/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,38"
6/17/2025,Operador 31,FERRAMENTEIRO SR,"1,38"
6/17/2025,Operador 32,MECANICO MANUTENCAO SR,"0,15"
6/17/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,13"
6/17/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,12"
6/18/2025,Operador 2,MECANICO MANUTENCAO SR,"0,73"
6/18/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"0,22"
6/18/2025,Operador 5,MECANICO MANUTENCAO PL,"0,48"
6/18/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,57"
6/18/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,22"
6/18/2025,Operador 11,OP CALD UTI PL,"0,63"
6/18/2025,Operador 12,TECNICO ELETRONICO JR,"7,47"
6/18/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,75"
6/18/2025,Operador 19,OP UTILIDADES JR,"0,32"
6/18/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,18"
6/18/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,13"
6/18/2025,Operador 28,OP CALD UTI PL,"7,48"
6/18/2025,Operador 30,TEC ELETRICISTA DE FORCA SR - CM,"7,57"
6/18/2025,Operador 32,MECANICO MANUTENCAO SR,"7,65"
6/18/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,22"
6/18/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"1,02"
6/18/2025,Operador 36,MECANICO MANUTENCAO SR - CM,"7,47"
6/18/2025,Operador 38,FERRAMENTEIRO SR,"0,67"
6/18/2025,Operador 39,MECANICO MANUTENCAO PL,"7,5"
6/19/2025,Operador 1,TECNICO ELETRONICO JR,"8,35"
6/19/2025,Operador 2,MECANICO MANUTENCAO SR,"8,88"
6/19/2025,Operador 8,OP CALD UTI JR,"7,3"
6/19/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"7,67"
6/19/2025,Operador 10,MECANICO DE MANUTENCAO JR,"8,53"
6/19/2025,Operador 19,OP UTILIDADES JR,"7,67"
6/19/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"8,38"
6/19/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"8,23"
6/19/2025,Operador 33,MECANICO MANUTENCAO SR,"7,52"
6/19/2025,Operador 37,MECANICO MANUTENCAO SR,"7,7"
6/19/2025,Operador 40,MECANICO MANUTENCAO PL,"7,47"
6/20/2025,Operador 2,MECANICO MANUTENCAO SR,"0,35"
6/20/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,17"
6/20/2025,Operador 5,MECANICO MANUTENCAO PL,"0,13"
6/20/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,25"
6/20/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"1,7"
6/20/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"1,95"
6/20/2025,Operador 26,MECANICO MANUTENCAO PL,"0,3"
6/20/2025,Operador 27,OP CALD UTI PL,"0,38"
6/20/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,15"
6/21/2025,Operador 1,TECNICO ELETRONICO JR,"0,53"
6/21/2025,Operador 2,MECANICO MANUTENCAO SR,"0,93"
6/21/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,12"
6/21/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"0,28"
6/21/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,42"
6/21/2025,Operador 16,FERRAMENTEIRO SR,"1,13"
6/21/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"1,63"
6/21/2025,Operador 19,OP UTILIDADES JR,"0,4"
6/21/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,38"
6/21/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,53"
6/21/2025,Operador 26,MECANICO MANUTENCAO PL,"0,4"
6/21/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,1"
6/21/2025,Operador 37,MECANICO MANUTENCAO SR,"0,38"
6/22/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,17"
6/22/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"0,02"
6/22/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,47"
6/22/2025,Operador 19,OP UTILIDADES JR,"0,2"
6/22/2025,Operador 26,MECANICO MANUTENCAO PL,"0,35"
6/22/2025,Operador 27,OP CALD UTI PL,"0,32"
6/22/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,17"
6/22/2025,Operador 31,FERRAMENTEIRO SR,"8,3"
6/22/2025,Operador 39,MECANICO MANUTENCAO PL,"0,2"
6/23/2025,Operador 1,TECNICO ELETRONICO JR,"0,22"
6/23/2025,Operador 2,MECANICO MANUTENCAO SR,"0,57"
6/23/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,18"
6/23/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,45"
6/23/2025,Operador 5,MECANICO MANUTENCAO PL,"0,28"
6/23/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,62"
6/23/2025,Operador 11,OP CALD UTI PL,"0,45"
6/23/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,02"
6/23/2025,Operador 14,TEC DESENHO INDUSTRIAL,"0,5"
6/23/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,25"
6/23/2025,Operador 18,MECANICO MANUTENCAO PL,"0,5"
6/23/2025,Operador 20,MECANICO MANUTENCAO PL,"0,15"
6/23/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,22"
6/23/2025,Operador 26,MECANICO MANUTENCAO PL,"0,52"
6/23/2025,Operador 27,OP CALD UTI PL,"0,18"
6/23/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,17"
6/23/2025,Operador 32,MECANICO MANUTENCAO SR,"0,65"
6/23/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,25"
6/23/2025,Operador 38,FERRAMENTEIRO SR,"1,48"
6/23/2025,Operador 39,MECANICO MANUTENCAO PL,"0,23"
6/24/2025,Operador 2,MECANICO MANUTENCAO SR,"0,8"
6/24/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,53"
6/24/2025,Operador 6,TEC EL ELETRONICO PL - CM,"1,15"
6/24/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,27"
6/24/2025,Operador 11,OP CALD UTI PL,"0,65"
6/24/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,77"
6/24/2025,Operador 14,TEC DESENHO INDUSTRIAL,1
6/24/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,17"
6/24/2025,Operador 18,MECANICO MANUTENCAO PL,"0,63"
6/24/2025,Operador 20,MECANICO MANUTENCAO PL,"1,47"
6/24/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"1,38"
6/24/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,27"
6/24/2025,Operador 26,MECANICO MANUTENCAO PL,"0,17"
6/24/2025,Operador 27,OP CALD UTI PL,"0,33"
6/24/2025,Operador 31,FERRAMENTEIRO SR,"1,4"
6/24/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,78"
6/24/2025,Operador 38,FERRAMENTEIRO SR,"1,45"
6/24/2025,Operador 39,MECANICO MANUTENCAO PL,"0,42"
6/25/2025,Operador 1,TECNICO ELETRONICO JR,"0,55"
6/25/2025,Operador 2,MECANICO MANUTENCAO SR,"0,57"
6/25/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,23"
6/25/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,42"
6/25/2025,Operador 5,MECANICO MANUTENCAO PL,"0,27"
6/25/2025,Operador 6,TEC EL ELETRONICO PL - CM,"1,95"
6/25/2025,Operador 8,OP CALD UTI JR,"0,97"
6/25/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,17"
6/25/2025,Operador 11,OP CALD UTI PL,"0,52"
6/25/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,78"
6/25/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,48"
6/25/2025,Operador 18,MECANICO MANUTENCAO PL,"1,45"
6/25/2025,Operador 20,MECANICO MANUTENCAO PL,"1,45"
6/25/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,55"
6/25/2025,Operador 26,MECANICO MANUTENCAO PL,"0,27"
6/25/2025,Operador 27,OP CALD UTI PL,"0,55"
6/25/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,23"
6/25/2025,Operador 31,FERRAMENTEIRO SR,"1,32"
6/25/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,68"
6/25/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,1"
6/25/2025,Operador 38,FERRAMENTEIRO SR,"1,5"
6/25/2025,Operador 39,MECANICO MANUTENCAO PL,"0,2"
6/26/2025,Operador 2,MECANICO MANUTENCAO SR,"1,02"
6/26/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,5"
6/26/2025,Operador 6,TEC EL ELETRONICO PL - CM,"1,63"
6/26/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,32"
6/26/2025,Operador 11,OP CALD UTI PL,"0,23"
6/26/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,87"
6/26/2025,Operador 18,MECANICO MANUTENCAO PL,1
6/26/2025,Operador 20,MECANICO MANUTENCAO PL,"1,73"
6/26/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,33"
6/26/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,33"
6/26/2025,Operador 30,TEC ELETRICISTA DE FORCA SR - CM,"1,08"
6/26/2025,Operador 31,FERRAMENTEIRO SR,"1,88"
6/26/2025,Operador 32,MECANICO MANUTENCAO SR,"0,17"
6/26/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,62"
6/26/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,1"
6/26/2025,Operador 36,MECANICO MANUTENCAO SR - CM,"0,5"
6/26/2025,Operador 38,FERRAMENTEIRO SR,"1,28"
6/26/2025,Operador 39,MECANICO MANUTENCAO PL,"1,28"
6/27/2025,Operador 2,MECANICO MANUTENCAO SR,"1,2"
6/27/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"0,87"
6/27/2025,Operador 6,TEC EL ELETRONICO PL - CM,"1,02"
6/27/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,58"
6/27/2025,Operador 12,TECNICO ELETRONICO JR,"0,1"
6/27/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,57"
6/27/2025,Operador 18,MECANICO MANUTENCAO PL,"1,02"
6/27/2025,Operador 20,MECANICO MANUTENCAO PL,"1,88"
6/27/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,57"
6/27/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,57"
6/27/2025,Operador 30,TEC ELETRICISTA DE FORCA SR - CM,"1,15"
6/27/2025,Operador 31,FERRAMENTEIRO SR,"1,97"
6/27/2025,Operador 32,MECANICO MANUTENCAO SR,"0,12"
6/27/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,4"
6/27/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,1"
6/27/2025,Operador 38,FERRAMENTEIRO SR,"1,08"
6/27/2025,Operador 39,MECANICO MANUTENCAO PL,"0,35"
6/28/2025,Operador 1,TECNICO ELETRONICO JR,"0,48"
6/28/2025,Operador 2,MECANICO MANUTENCAO SR,"1,02"
6/28/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,35"
6/28/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"8,15"
6/28/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"0,13"
6/28/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,55"
6/28/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,33"
6/28/2025,Operador 18,MECANICO MANUTENCAO PL,"5,45"
6/28/2025,Operador 20,MECANICO MANUTENCAO PL,"9,63"
6/28/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,37"
6/28/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,48"
6/28/2025,Operador 26,MECANICO MANUTENCAO PL,"0,35"
6/28/2025,Operador 27,OP CALD UTI PL,"0,48"
6/28/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,32"
6/28/2025,Operador 37,MECANICO MANUTENCAO SR,"0,13"
6/28/2025,Operador 38,FERRAMENTEIRO SR,"5,52"
6/29/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"0,43"
6/29/2025,Operador 27,OP CALD UTI PL,"0,22"
6/29/2025,Operador 37,MECANICO MANUTENCAO SR,"0,13"
6/30/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,3"
6/30/2025,Operador 5,MECANICO MANUTENCAO PL,"0,22"
6/30/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"0,23"
6/30/2025,Operador 11,OP CALD UTI PL,"6,2"
6/30/2025,Operador 18,MECANICO MANUTENCAO PL,"0,85"
6/30/2025,Operador 19,OP UTILIDADES JR,"0,23"
6/30/2025,Operador 26,MECANICO MANUTENCAO PL,"0,28"
6/30/2025,Operador 27,OP CALD UTI PL,"0,52"
6/30/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,22"
6/30/2025,Operador 31,FERRAMENTEIRO SR,"0,2"
6/30/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,35"
6/30/2025,Operador 38,FERRAMENTEIRO SR,"0,95"
7/1/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,47"
7/1/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"0,42"
7/1/2025,Operador 5,MECANICO MANUTENCAO PL,"0,25"
7/1/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"0,5"
7/1/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,98"
7/1/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,52"
7/1/2025,Operador 18,MECANICO MANUTENCAO PL,"0,55"
7/1/2025,Operador 19,OP UTILIDADES JR,"1,62"
7/1/2025,Operador 20,MECANICO MANUTENCAO PL,"1,33"
7/1/2025,Operador 27,OP CALD UTI PL,"0,52"
7/1/2025,Operador 31,FERRAMENTEIRO SR,"0,37"
7/1/2025,Operador 33,MECANICO MANUTENCAO SR,"0,12"
7/1/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,65"
7/1/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,12"
7/1/2025,Operador 37,MECANICO MANUTENCAO SR,"0,15"
7/1/2025,Operador 38,FERRAMENTEIRO SR,"0,33"
7/2/2025,Operador 1,TECNICO ELETRONICO JR,"0,43"
7/2/2025,Operador 2,MECANICO MANUTENCAO SR,"0,98"
7/2/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,5"
7/2/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,82"
7/2/2025,Operador 5,MECANICO MANUTENCAO PL,"0,18"
7/2/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,17"
7/2/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"1,47"
7/2/2025,Operador 18,MECANICO MANUTENCAO PL,"0,38"
7/2/2025,Operador 20,MECANICO MANUTENCAO PL,"0,37"
7/2/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,35"
7/2/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,43"
7/2/2025,Operador 26,MECANICO MANUTENCAO PL,"0,53"
7/2/2025,Operador 31,FERRAMENTEIRO SR,"0,78"
7/2/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,2"
7/2/2025,Operador 38,FERRAMENTEIRO SR,"0,65"
7/3/2025,Operador 1,TECNICO ELETRONICO JR,"0,83"
7/3/2025,Operador 2,MECANICO MANUTENCAO SR,"0,85"
7/3/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,2"
7/3/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,27"
7/3/2025,Operador 5,MECANICO MANUTENCAO PL,"0,25"
7/3/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,1"
7/3/2025,Operador 11,OP CALD UTI PL,"0,4"
7/3/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,65"
7/3/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,52"
7/3/2025,Operador 18,MECANICO MANUTENCAO PL,"1,13"
7/3/2025,Operador 20,MECANICO MANUTENCAO PL,"1,13"
7/3/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,27"
7/3/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"1,97"
7/3/2025,Operador 26,MECANICO MANUTENCAO PL,"0,25"
7/3/2025,Operador 30,TEC ELETRICISTA DE FORCA SR - CM,1
7/3/2025,Operador 31,FERRAMENTEIRO SR,"1,92"
7/3/2025,Operador 32,MECANICO MANUTENCAO SR,"0,1"
7/3/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"0,93"
7/3/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,1"
7/3/2025,Operador 38,FERRAMENTEIRO SR,"1,38"
7/3/2025,Operador 39,MECANICO MANUTENCAO PL,"0,12"
7/4/2025,Operador 1,TECNICO ELETRONICO JR,"0,13"
7/4/2025,Operador 2,MECANICO MANUTENCAO SR,"0,8"
7/4/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,28"
7/4/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,17"
7/4/2025,Operador 11,OP CALD UTI PL,"0,28"
7/4/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,98"
7/4/2025,Operador 18,MECANICO MANUTENCAO PL,"1,67"
7/4/2025,Operador 20,MECANICO MANUTENCAO PL,"1,7"
7/4/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,15"
7/4/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,2"
7/4/2025,Operador 31,FERRAMENTEIRO SR,"0,47"
7/4/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,53"
7/4/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,15"
7/4/2025,Operador 38,FERRAMENTEIRO SR,"0,78"
7/4/2025,Operador 39,MECANICO MANUTENCAO PL,"0,18"
7/5/2025,Operador 1,TECNICO ELETRONICO JR,"0,35"
7/5/2025,Operador 2,MECANICO MANUTENCAO SR,"1,03"
7/5/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,38"
7/5/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"8,57"
7/5/2025,Operador 5,MECANICO MANUTENCAO PL,"0,45"
7/5/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,4"
7/5/2025,Operador 11,OP CALD UTI PL,"0,35"
7/5/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,45"
7/5/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,4"
7/5/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,4"
7/5/2025,Operador 26,MECANICO MANUTENCAO PL,"0,45"
7/5/2025,Operador 27,OP CALD UTI PL,"0,35"
7/5/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,4"
7/5/2025,Operador 33,MECANICO MANUTENCAO SR,"0,45"
7/5/2025,Operador 38,FERRAMENTEIRO SR,"8,07"
7/6/2025,Operador 1,TECNICO ELETRONICO JR,"0,13"
7/6/2025,Operador 2,MECANICO MANUTENCAO SR,"0,68"
7/6/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,13"
7/6/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,13"
7/6/2025,Operador 11,OP CALD UTI PL,"0,22"
7/6/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,95"
7/6/2025,Operador 20,MECANICO MANUTENCAO PL,"9,47"
7/6/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,48"
7/6/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,17"
7/6/2025,Operador 26,MECANICO MANUTENCAO PL,"0,13"
7/6/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,23"
7/6/2025,Operador 31,FERRAMENTEIRO SR,"10,77"
7/6/2025,Operador 37,MECANICO MANUTENCAO SR,"0,22"
7/7/2025,Operador 2,MECANICO MANUTENCAO SR,"0,87"
7/7/2025,Operador 3,TEC ELETRICO MECANICO PL,2
7/7/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,95"
7/7/2025,Operador 5,MECANICO MANUTENCAO PL,"0,1"
7/7/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"0,13"
7/7/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,53"
7/7/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,58"
7/7/2025,Operador 16,FERRAMENTEIRO SR,"0,1"
7/7/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,85"
7/7/2025,Operador 18,MECANICO MANUTENCAO PL,"1,4"
7/7/2025,Operador 19,OP UTILIDADES JR,"0,65"
7/7/2025,Operador 20,MECANICO MANUTENCAO PL,"0,97"
7/7/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"1,48"
7/7/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,53"
7/7/2025,Operador 26,MECANICO MANUTENCAO PL,"0,43"
7/7/2025,Operador 27,OP CALD UTI PL,"0,22"
7/7/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"1,07"
7/7/2025,Operador 31,FERRAMENTEIRO SR,"1,97"
7/7/2025,Operador 33,MECANICO MANUTENCAO SR,"0,97"
7/7/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,8"
7/7/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,13"
7/7/2025,Operador 38,FERRAMENTEIRO SR,"1,72"
7/7/2025,Operador 40,MECANICO MANUTENCAO PL,"0,1"
7/8/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,98"
7/8/2025,Operador 12,TECNICO ELETRONICO JR,"0,1"
7/8/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,25"
7/8/2025,Operador 16,FERRAMENTEIRO SR,"0,12"
7/8/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,27"
7/8/2025,Operador 18,MECANICO MANUTENCAO PL,"1,02"
7/8/2025,Operador 19,OP UTILIDADES JR,"0,15"
7/8/2025,Operador 20,MECANICO MANUTENCAO PL,"1,18"
7/8/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"1,25"
7/8/2025,Operador 26,MECANICO MANUTENCAO PL,"0,15"
7/8/2025,Operador 30,TEC ELETRICISTA DE FORCA SR - CM,"0,13"
7/8/2025,Operador 31,FERRAMENTEIRO SR,"1,82"
7/8/2025,Operador 33,MECANICO MANUTENCAO SR,"0,57"
7/8/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"2,05"
7/8/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,15"
7/8/2025,Operador 37,MECANICO MANUTENCAO SR,"1,73"
7/8/2025,Operador 38,FERRAMENTEIRO SR,"1,13"
7/9/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,27"
7/9/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,4"
7/9/2025,Operador 5,MECANICO MANUTENCAO PL,"1,43"
7/9/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,35"
7/9/2025,Operador 18,MECANICO MANUTENCAO PL,"1,45"
7/9/2025,Operador 20,MECANICO MANUTENCAO PL,"1,62"
7/9/2025,Operador 26,MECANICO MANUTENCAO PL,"1,53"
7/9/2025,Operador 27,OP CALD UTI PL,"0,23"
7/9/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,27"
7/9/2025,Operador 31,FERRAMENTEIRO SR,"1,65"
7/9/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,22"
7/9/2025,Operador 37,MECANICO MANUTENCAO SR,"1,82"
7/9/2025,Operador 38,FERRAMENTEIRO SR,"0,47"
7/10/2025,Operador 2,MECANICO MANUTENCAO SR,"0,45"
7/10/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,45"
7/10/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,57"
7/10/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,1"
7/10/2025,Operador 11,OP CALD UTI PL,"0,32"
7/10/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,88"
7/10/2025,Operador 16,FERRAMENTEIRO SR,"0,15"
7/10/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,65"
7/10/2025,Operador 18,MECANICO MANUTENCAO PL,"0,08"
7/10/2025,Operador 20,MECANICO MANUTENCAO PL,"0,78"
7/10/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,2"
7/10/2025,Operador 22,ASSISTENTE DE MANUTENCAO,"1,88"
7/10/2025,Operador 26,MECANICO MANUTENCAO PL,"0,12"
7/10/2025,Operador 27,OP CALD UTI PL,"0,22"
7/10/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,45"
7/10/2025,Operador 30,TEC ELETRICISTA DE FORCA SR - CM,"0,52"
